id,category,model,target_lang,target_lang_name,ko_text,translated_text,ko_chars,tr_chars,ko_tokens,tr_tokens,fertility,ko_chars_per_token,tr_chars_per_token,cost_per_1k_ko_chars_usd
83,complex,gpt-5.4-mini,zh-CN,Chinese,혈당 조절이 제대로 되지 않아 당뇨병성 합병증이 여러 장기에서 나타나고 있습니다.,由于血糖控制不佳，各个器官都出现糖尿病并发症。,45,23,28,19,0.6785714285714286,1.6071428571428572,1.2105263157894737,0.0004666666666666667
83,complex,deepseek-chat,zh-CN,Chinese,혈당 조절이 제대로 되지 않아 당뇨병성 합병증이 여러 장기에서 나타나고 있습니다.,由于血糖控制不佳，各个器官都出现糖尿病并发症。,45,23,30,12,0.4,1.5,1.9166666666666667,0.00018
83,complex,gemini-2.5-flash,zh-CN,Chinese,혈당 조절이 제대로 되지 않아 당뇨병성 합병증이 여러 장기에서 나타나고 있습니다.,由于血糖控制不佳，各个器官都出现糖尿病并发症。,45,23,25,14,0.56,1.8,1.6428571428571428,8.333333333333333e-05
84,complex,gpt-5.4-mini,en,English,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,"Based on the results of this test, we will completely revise the treatment plan and start a new drug therapy.",52,109,25,22,0.88,2.08,4.954545454545454,0.0003605769230769231
84,complex,deepseek-chat,en,English,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,"Based on the results of this test, we will completely revise the treatment plan and start a new drug therapy.",52,109,31,22,0.7096774193548387,1.6774193548387097,4.954545454545454,0.00016096153846153848
84,complex,gemini-2.5-flash,en,English,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,"Based on the results of this test, we will completely revise the treatment plan and start a new drug therapy.",52,109,22,22,1.0,2.3636363636363638,4.954545454545454,6.346153846153845e-05
84,complex,gpt-5.4-mini,es,Spanish,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,"Según los resultados de esta prueba, revisaremos completamente el plan de tratamiento e iniciaremos una nueva terapia farmacológica.",52,132,25,23,0.92,2.08,5.739130434782608,0.0003605769230769231
84,complex,deepseek-chat,es,Spanish,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,"Según los resultados de esta prueba, revisaremos completamente el plan de tratamiento e iniciaremos una nueva terapia farmacológica.",52,132,31,25,0.8064516129032258,1.6774193548387097,5.28,0.00016096153846153848
84,complex,gemini-2.5-flash,es,Spanish,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,"Según los resultados de esta prueba, revisaremos completamente el plan de tratamiento e iniciaremos una nueva terapia farmacológica.",52,132,22,23,1.0454545454545454,2.3636363636363638,5.739130434782608,6.346153846153845e-05
84,complex,gpt-5.4-mini,zh-CN,Chinese,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,根据这次测试的结果，我们将彻底修改治疗方案并开始新的药物治疗。,52,31,25,20,0.8,2.08,1.55,0.0003605769230769231
84,complex,deepseek-chat,zh-CN,Chinese,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,根据这次测试的结果，我们将彻底修改治疗方案并开始新的药物治疗。,52,31,31,14,0.45161290322580644,1.6774193548387097,2.2142857142857144,0.00016096153846153848
84,complex,gemini-2.5-flash,zh-CN,Chinese,이번 검사 결과를 바탕으로 치료 계획을 전면적으로 수정하고 새로운 약물 요법을 시작하겠습니다.,根据这次测试的结果，我们将彻底修改治疗方案并开始新的药物治疗。,52,31,22,16,0.7272727272727273,2.3636363636363638,1.9375,6.346153846153845e-05
85,complex,gpt-5.4-mini,en,English,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.","Rehabilitation treatment after surgery is very important, and a combination of physical therapy and occupational therapy is recommended.",46,136,28,21,0.75,1.6428571428571428,6.476190476190476,0.00045652173913043485
85,complex,deepseek-chat,en,English,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.","Rehabilitation treatment after surgery is very important, and a combination of physical therapy and occupational therapy is recommended.",46,136,28,21,0.75,1.6428571428571428,6.476190476190476,0.00016434782608695656
85,complex,gemini-2.5-flash,en,English,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.","Rehabilitation treatment after surgery is very important, and a combination of physical therapy and occupational therapy is recommended.",46,136,27,21,0.7777777777777778,1.7037037037037037,6.476190476190476,8.804347826086957e-05
85,complex,gpt-5.4-mini,es,Spanish,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.",El tratamiento de rehabilitación después de la cirugía es muy importante y se recomienda una combinación de fisioterapia y terapia ocupacional.,46,143,28,25,0.8928571428571429,1.6428571428571428,5.72,0.00045652173913043485
85,complex,deepseek-chat,es,Spanish,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.",El tratamiento de rehabilitación después de la cirugía es muy importante y se recomienda una combinación de fisioterapia y terapia ocupacional.,46,143,28,31,1.1071428571428572,1.6428571428571428,4.612903225806452,0.00016434782608695656
85,complex,gemini-2.5-flash,es,Spanish,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.",El tratamiento de rehabilitación después de la cirugía es muy importante y se recomienda una combinación de fisioterapia y terapia ocupacional.,46,143,27,24,0.8888888888888888,1.7037037037037037,5.958333333333333,8.804347826086957e-05
85,complex,gpt-5.4-mini,zh-CN,Chinese,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.",术后康复治疗非常重要，建议物理治疗和职业治疗相结合。,46,26,28,18,0.6428571428571429,1.6428571428571428,1.4444444444444444,0.00045652173913043485
85,complex,deepseek-chat,zh-CN,Chinese,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.",术后康复治疗非常重要，建议物理治疗和职业治疗相结合。,46,26,28,13,0.4642857142857143,1.6428571428571428,2.0,0.00016434782608695656
85,complex,gemini-2.5-flash,zh-CN,Chinese,"수술 후 재활 치료가 매우 중요하며, 물리치료와 작업치료를 병행할 것을 권장합니다.",术后康复治疗非常重要，建议物理治疗和职业治疗相结合。,46,26,27,16,0.5925925925925926,1.7037037037037037,1.625,8.804347826086957e-05
86,complex,gpt-5.4-mini,en,English,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,We plan to prescribe auxiliary medications to minimize side effects during anticancer treatment.,47,96,25,15,0.6,1.88,6.4,0.0003989361702127659
86,complex,deepseek-chat,en,English,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,We plan to prescribe auxiliary medications to minimize side effects during anticancer treatment.,47,96,28,14,0.5,1.6785714285714286,6.857142857142857,0.0001608510638297872
86,complex,gemini-2.5-flash,en,English,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,We plan to prescribe auxiliary medications to minimize side effects during anticancer treatment.,47,96,25,14,0.56,1.88,6.857142857142857,7.978723404255317e-05
86,complex,gpt-5.4-mini,es,Spanish,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,Planeamos recetar medicamentos auxiliares para minimizar los efectos secundarios durante el tratamiento contra el cáncer.,47,121,25,19,0.76,1.88,6.368421052631579,0.0003989361702127659
86,complex,deepseek-chat,es,Spanish,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,Planeamos recetar medicamentos auxiliares para minimizar los efectos secundarios durante el tratamiento contra el cáncer.,47,121,28,25,0.8928571428571429,1.6785714285714286,4.84,0.0001608510638297872
86,complex,gemini-2.5-flash,es,Spanish,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,Planeamos recetar medicamentos auxiliares para minimizar los efectos secundarios durante el tratamiento contra el cáncer.,47,121,25,19,0.76,1.88,6.368421052631579,7.978723404255317e-05
86,complex,gpt-5.4-mini,zh-CN,Chinese,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,我们计划开辅助药物以尽量减少抗癌治疗期间的副作用。,47,25,25,18,0.72,1.88,1.3888888888888888,0.0003989361702127659
86,complex,deepseek-chat,zh-CN,Chinese,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,我们计划开辅助药物以尽量减少抗癌治疗期间的副作用。,47,25,28,12,0.42857142857142855,1.6785714285714286,2.0833333333333335,0.0001608510638297872
86,complex,gemini-2.5-flash,zh-CN,Chinese,항암 치료 중 나타나는 부작용을 최소화하기 위해 보조 약물을 함께 처방할 예정입니다.,我们计划开辅助药物以尽量减少抗癌治疗期间的副作用。,47,25,25,15,0.6,1.88,1.6666666666666667,7.978723404255317e-05
87,complex,gpt-5.4-mini,en,English,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,"In order to manage high blood pressure and diabetes simultaneously, lifestyle changes and drug treatment must be combined.",49,122,29,20,0.6896551724137931,1.6896551724137931,6.1,0.0004438775510204082
87,complex,deepseek-chat,en,English,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,"In order to manage high blood pressure and diabetes simultaneously, lifestyle changes and drug treatment must be combined.",49,122,33,20,0.6060606060606061,1.4848484848484849,6.1,0.00018183673469387757
87,complex,gemini-2.5-flash,en,English,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,"In order to manage high blood pressure and diabetes simultaneously, lifestyle changes and drug treatment must be combined.",49,122,25,20,0.8,1.96,6.1,7.653061224489796e-05
87,complex,gpt-5.4-mini,es,Spanish,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,"Para controlar la presión arterial alta y la diabetes simultáneamente, se deben combinar cambios en el estilo de vida y tratamiento farmacológico.",49,146,29,27,0.9310344827586207,1.6896551724137931,5.407407407407407,0.0004438775510204082
87,complex,deepseek-chat,es,Spanish,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,"Para controlar la presión arterial alta y la diabetes simultáneamente, se deben combinar cambios en el estilo de vida y tratamiento farmacológico.",49,146,33,31,0.9393939393939394,1.4848484848484849,4.709677419354839,0.00018183673469387757
87,complex,gemini-2.5-flash,es,Spanish,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,"Para controlar la presión arterial alta y la diabetes simultáneamente, se deben combinar cambios en el estilo de vida y tratamiento farmacológico.",49,146,25,26,1.04,1.96,5.615384615384615,7.653061224489796e-05
87,complex,gpt-5.4-mini,zh-CN,Chinese,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,为了同时控制高血压和糖尿病，必须将改变生活方式和药物治疗结合起来。,49,33,29,23,0.7931034482758621,1.6896551724137931,1.434782608695652,0.0004438775510204082
87,complex,deepseek-chat,zh-CN,Chinese,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,为了同时控制高血压和糖尿病，必须将改变生活方式和药物治疗结合起来。,49,33,33,15,0.45454545454545453,1.4848484848484849,2.2,0.00018183673469387757
87,complex,gemini-2.5-flash,zh-CN,Chinese,고혈압과 당뇨를 동시에 관리하기 위해서는 생활 습관 개선과 약물 치료를 병행해야 합니다.,为了同时控制高血压和糖尿病，必须将改变生活方式和药物治疗结合起来。,49,33,25,19,0.76,1.96,1.736842105263158,7.653061224489796e-05
88,complex,gpt-5.4-mini,en,English,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",This patient was admitted to the emergency room with a severe allergic reaction and needed immediate treatment.,52,111,32,18,0.5625,1.625,6.166666666666667,0.0004615384615384616
88,complex,deepseek-chat,en,English,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",This patient was admitted to the emergency room with a severe allergic reaction and needed immediate treatment.,52,111,32,18,0.5625,1.625,6.166666666666667,0.0001661538461538462
88,complex,gemini-2.5-flash,en,English,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",This patient was admitted to the emergency room with a severe allergic reaction and needed immediate treatment.,52,111,29,18,0.6206896551724138,1.793103448275862,6.166666666666667,8.365384615384616e-05
88,complex,gpt-5.4-mini,es,Spanish,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",Este paciente ingresó a la sala de emergencias con una reacción alérgica grave y necesitó tratamiento inmediato.,52,112,32,23,0.71875,1.625,4.869565217391305,0.0004615384615384616
88,complex,deepseek-chat,es,Spanish,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",Este paciente ingresó a la sala de emergencias con una reacción alérgica grave y necesitó tratamiento inmediato.,52,112,32,27,0.84375,1.625,4.148148148148148,0.0001661538461538462
88,complex,gemini-2.5-flash,es,Spanish,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",Este paciente ingresó a la sala de emergencias con una reacción alérgica grave y necesitó tratamiento inmediato.,52,112,29,23,0.7931034482758621,1.793103448275862,4.869565217391305,8.365384615384616e-05
88,complex,gpt-5.4-mini,zh-CN,Chinese,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",该患者因严重过敏反应被送往急诊室，需要立即治疗。,52,24,32,18,0.5625,1.625,1.3333333333333333,0.0004615384615384616
88,complex,deepseek-chat,zh-CN,Chinese,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",该患者因严重过敏反应被送往急诊室，需要立即治疗。,52,24,32,15,0.46875,1.625,1.6,0.0001661538461538462
88,complex,gemini-2.5-flash,zh-CN,Chinese,"이 환자는 심한 알레르기 반응으로 응급실에 내원하였으며, 즉각적인 처치가 필요한 상태였습니다.",该患者因严重过敏反应被送往急诊室，需要立即治疗。,52,24,29,18,0.6206896551724138,1.793103448275862,1.3333333333333333,8.365384615384616e-05
89,complex,gpt-5.4-mini,en,English,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,"After an organ transplant, you will need to take immunosuppressants for the rest of your life to prevent rejection.",41,115,26,24,0.9230769230769231,1.5769230769230769,4.791666666666667,0.00047560975609756096
89,complex,deepseek-chat,en,English,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,"After an organ transplant, you will need to take immunosuppressants for the rest of your life to prevent rejection.",41,115,28,23,0.8214285714285714,1.4642857142857142,5.0,0.00018439024390243906
89,complex,gemini-2.5-flash,en,English,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,"After an organ transplant, you will need to take immunosuppressants for the rest of your life to prevent rejection.",41,115,25,23,0.92,1.64,5.0,9.146341463414633e-05
89,complex,gpt-5.4-mini,es,Spanish,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,"Después de un trasplante de órgano, deberá tomar inmunosupresores por el resto de su vida para prevenir el rechazo.",41,115,26,27,1.0384615384615385,1.5769230769230769,4.2592592592592595,0.00047560975609756096
89,complex,deepseek-chat,es,Spanish,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,"Después de un trasplante de órgano, deberá tomar inmunosupresores por el resto de su vida para prevenir el rechazo.",41,115,28,32,1.1428571428571428,1.4642857142857142,3.59375,0.00018439024390243906
89,complex,gemini-2.5-flash,es,Spanish,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,"Después de un trasplante de órgano, deberá tomar inmunosupresores por el resto de su vida para prevenir el rechazo.",41,115,25,27,1.08,1.64,4.2592592592592595,9.146341463414633e-05
89,complex,gpt-5.4-mini,zh-CN,Chinese,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,器官移植后，您将需要终生服用免疫抑制剂以防止排斥反应。,41,27,26,28,1.0769230769230769,1.5769230769230769,0.9642857142857143,0.00047560975609756096
89,complex,deepseek-chat,zh-CN,Chinese,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,器官移植后，您将需要终生服用免疫抑制剂以防止排斥反应。,41,27,28,15,0.5357142857142857,1.4642857142857142,1.8,0.00018439024390243906
89,complex,gemini-2.5-flash,zh-CN,Chinese,장기 이식 후 거부 반응을 막기 위해 평생 면역 억제제를 복용해야 합니다.,器官移植后，您将需要终生服用免疫抑制剂以防止排斥反应。,41,27,25,19,0.76,1.64,1.4210526315789473,9.146341463414633e-05
90,complex,gpt-5.4-mini,en,English,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,It was decided to determine the patient's overall treatment direction through a multidisciplinary team meeting.,41,111,21,16,0.7619047619047619,1.9523809523809523,6.9375,0.00038414634146341465
90,complex,deepseek-chat,en,English,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,It was decided to determine the patient's overall treatment direction through a multidisciplinary team meeting.,41,111,25,17,0.68,1.64,6.529411764705882,0.00016463414634146343
90,complex,gemini-2.5-flash,en,English,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,It was decided to determine the patient's overall treatment direction through a multidisciplinary team meeting.,41,111,22,19,0.8636363636363636,1.8636363636363635,5.842105263157895,8.048780487804878e-05
90,complex,gpt-5.4-mini,es,Spanish,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,Se decidió determinar la dirección general del tratamiento del paciente mediante una reunión del equipo multidisciplinario.,41,123,21,19,0.9047619047619048,1.9523809523809523,6.473684210526316,0.00038414634146341465
90,complex,deepseek-chat,es,Spanish,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,Se decidió determinar la dirección general del tratamiento del paciente mediante una reunión del equipo multidisciplinario.,41,123,25,23,0.92,1.64,5.3478260869565215,0.00016463414634146343
90,complex,gemini-2.5-flash,es,Spanish,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,Se decidió determinar la dirección general del tratamiento del paciente mediante una reunión del equipo multidisciplinario.,41,123,22,19,0.8636363636363636,1.8636363636363635,6.473684210526316,8.048780487804878e-05
90,complex,gpt-5.4-mini,zh-CN,Chinese,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,决定通过多学科团队会议确定患者的总体治疗方向。,41,23,21,14,0.6666666666666666,1.9523809523809523,1.6428571428571428,0.00038414634146341465
90,complex,deepseek-chat,zh-CN,Chinese,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,决定通过多学科团队会议确定患者的总体治疗方向。,41,23,25,12,0.48,1.64,1.9166666666666667,0.00016463414634146343
90,complex,gemini-2.5-flash,zh-CN,Chinese,다학제 팀 회의를 통해 환자의 전반적인 치료 방향을 결정하기로 하였습니다.,决定通过多学科团队会议确定患者的总体治疗方向。,41,23,22,13,0.5909090909090909,1.8636363636363635,1.7692307692307692,8.048780487804878e-05
91,complex,gpt-5.4-mini,en,English,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.","After combining the opinions of multiple specialists, it was concluded that surgical intervention was inevitable.",46,113,30,17,0.5666666666666667,1.5333333333333334,6.647058823529412,0.0004891304347826087
91,complex,deepseek-chat,en,English,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.","After combining the opinions of multiple specialists, it was concluded that surgical intervention was inevitable.",46,113,30,17,0.5666666666666667,1.5333333333333334,6.647058823529412,0.00017608695652173912
91,complex,gemini-2.5-flash,en,English,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.","After combining the opinions of multiple specialists, it was concluded that surgical intervention was inevitable.",46,113,27,17,0.6296296296296297,1.7037037037037037,6.647058823529412,8.804347826086957e-05
91,complex,gpt-5.4-mini,es,Spanish,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.","Después de combinar las opiniones de múltiples especialistas, se llegó a la conclusión de que la intervención quirúrgica era inevitable.",46,136,30,24,0.8,1.5333333333333334,5.666666666666667,0.0004891304347826087
91,complex,deepseek-chat,es,Spanish,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.","Después de combinar las opiniones de múltiples especialistas, se llegó a la conclusión de que la intervención quirúrgica era inevitable.",46,136,30,33,1.1,1.5333333333333334,4.121212121212121,0.00017608695652173912
91,complex,gemini-2.5-flash,es,Spanish,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.","Después de combinar las opiniones de múltiples especialistas, se llegó a la conclusión de que la intervención quirúrgica era inevitable.",46,136,27,23,0.8518518518518519,1.7037037037037037,5.913043478260869,8.804347826086957e-05
91,complex,gpt-5.4-mini,zh-CN,Chinese,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.",综合多位专家的意见后，得出手术干预不可避免的结论。,46,25,30,20,0.6666666666666666,1.5333333333333334,1.25,0.0004891304347826087
91,complex,deepseek-chat,zh-CN,Chinese,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.",综合多位专家的意见后，得出手术干预不可避免的结论。,46,25,30,13,0.43333333333333335,1.5333333333333334,1.9230769230769231,0.00017608695652173912
91,complex,gemini-2.5-flash,zh-CN,Chinese,"복수의 전문의 의견을 종합한 결과, 외과적 개입이 불가피한 것으로 결론이 났습니다.",综合多位专家的意见后，得出手术干预不可避免的结论。,46,25,27,17,0.6296296296296297,1.7037037037037037,1.4705882352941178,8.804347826086957e-05
92,complex,gpt-5.4-mini,en,English,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,"Because the patient is elderly and has many underlying diseases, the high risk of anesthesia must be fully taken into consideration.",46,132,25,23,0.92,1.84,5.739130434782608,0.0004076086956521739
92,complex,deepseek-chat,en,English,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,"Because the patient is elderly and has many underlying diseases, the high risk of anesthesia must be fully taken into consideration.",46,132,30,23,0.7666666666666667,1.5333333333333334,5.739130434782608,0.00017608695652173912
92,complex,gemini-2.5-flash,en,English,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,"Because the patient is elderly and has many underlying diseases, the high risk of anesthesia must be fully taken into consideration.",46,132,25,23,0.92,1.84,5.739130434782608,8.152173913043476e-05
92,complex,gpt-5.4-mini,es,Spanish,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,"Debido a que el paciente es anciano y tiene muchas enfermedades subyacentes, se debe tener plenamente en cuenta el alto riesgo de la anestesia.",46,143,25,31,1.24,1.84,4.612903225806452,0.0004076086956521739
92,complex,deepseek-chat,es,Spanish,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,"Debido a que el paciente es anciano y tiene muchas enfermedades subyacentes, se debe tener plenamente en cuenta el alto riesgo de la anestesia.",46,143,30,35,1.1666666666666667,1.5333333333333334,4.085714285714285,0.00017608695652173912
92,complex,gemini-2.5-flash,es,Spanish,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,"Debido a que el paciente es anciano y tiene muchas enfermedades subyacentes, se debe tener plenamente en cuenta el alto riesgo de la anestesia.",46,143,25,33,1.32,1.84,4.333333333333333,8.152173913043476e-05
92,complex,gpt-5.4-mini,zh-CN,Chinese,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,由于患者年龄较大，基础疾病较多，必须充分考虑麻醉的高风险。,46,29,25,20,0.8,1.84,1.45,0.0004076086956521739
92,complex,deepseek-chat,zh-CN,Chinese,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,由于患者年龄较大，基础疾病较多，必须充分考虑麻醉的高风险。,46,29,30,15,0.5,1.5333333333333334,1.9333333333333333,0.00017608695652173912
92,complex,gemini-2.5-flash,zh-CN,Chinese,환자가 고령이고 기저 질환이 많아 마취 위험도가 높은 점을 충분히 고려해야 합니다.,由于患者年龄较大，基础疾病较多，必须充分考虑麻醉的高风险。,46,29,25,18,0.72,1.84,1.6111111111111112,8.152173913043476e-05
93,complex,gpt-5.4-mini,en,English,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,"If you would like to participate in the clinical trial, please sign the consent form and come back next week.",44,109,26,22,0.8461538461538461,1.6923076923076923,4.954545454545454,0.00044318181818181826
93,complex,deepseek-chat,en,English,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,"If you would like to participate in the clinical trial, please sign the consent form and come back next week.",44,109,31,22,0.7096774193548387,1.4193548387096775,4.954545454545454,0.00019022727272727274
93,complex,gemini-2.5-flash,en,English,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,"If you would like to participate in the clinical trial, please sign the consent form and come back next week.",44,109,25,22,0.88,1.76,4.954545454545454,8.522727272727273e-05
93,complex,gpt-5.4-mini,es,Spanish,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,"Si desea participar en el ensayo clínico, firme el formulario de consentimiento y regrese la próxima semana.",44,108,26,21,0.8076923076923077,1.6923076923076923,5.142857142857143,0.00044318181818181826
93,complex,deepseek-chat,es,Spanish,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,"Si desea participar en el ensayo clínico, firme el formulario de consentimiento y regrese la próxima semana.",44,108,31,28,0.9032258064516129,1.4193548387096775,3.857142857142857,0.00019022727272727274
93,complex,gemini-2.5-flash,es,Spanish,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,"Si desea participar en el ensayo clínico, firme el formulario de consentimiento y regrese la próxima semana.",44,108,25,20,0.8,1.76,5.4,8.522727272727273e-05
93,complex,gpt-5.4-mini,zh-CN,Chinese,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,如果您想参加临床试验，请签署同意书并于下周回来。,44,24,26,20,0.7692307692307693,1.6923076923076923,1.2,0.00044318181818181826
93,complex,deepseek-chat,zh-CN,Chinese,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,如果您想参加临床试验，请签署同意书并于下周回来。,44,24,31,13,0.41935483870967744,1.4193548387096775,1.8461538461538463,0.00019022727272727274
93,complex,gemini-2.5-flash,zh-CN,Chinese,임상 시험 참여를 원하신다면 동의서에 서명하시고 다음 주에 다시 내원해 주세요.,如果您想参加临床试验，请签署同意书并于下周回来。,44,24,25,16,0.64,1.76,1.5,8.522727272727273e-05
